2276
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_{!}DEBUG____{s8}_bac {!}DEBUG_--_{s8}_backs_{s9}:{s10}
qstr_{!}DEBUG____{s4}_pro {!}DEBUG_--_{s4}_produces_a_faction_strategy_for_{s33}
qstr_{!}Best_offensive_ta {!}Best_offensive_target_{s4}_has_value_level_of_{reg1}
qstr_{!}No_center_found_t {!}No_center_found_to_attack
qstr_{!}Best_threat_of_{s {!}Best_threat_of_{s4}_has_value_level_of_{reg1}
qstr_{!}No_center_found_to {!}No_center_found_to_defend
qstr_Best_threat_of_{s4}_ Best_threat_of_{s4}_has_value_level_of_{reg1}
qstr_No_center_found_to_d No_center_found_to_defend
qstr_You_gain_right_to_ru You_gain_right_to_rule.
qstr_You_lose_right_to_ru You_lose_right_to_rule.
qstr_{!}DEBUG___{s4}_faction_cha {!}DEBUG_-_{s4}_faction_changed_in_indictment
qstr_{!}{s9} {!}{s9}
qstr_{s0}^{s1} {s0}^{s1}
qstr_{s50}{s31}_upgrades_ {s50}{s31}_upgrades_{reg31?her:his}_helmet_with_{s32}.^
qstr_{s50}{s31}_upgrades_{ {s50}{s31}_upgrades_{reg31?her:his}_armor_with_{s32}.^
qstr_{s50}{s31}_upgrades_{r {s50}{s31}_upgrades_{reg31?her:his}_boots_with_{s32}.^
qstr_{s50}{s31}_upgrades_{re {s50}{s31}_upgrades_{reg31?her:his}_gloves_with_{s32}.^
qstr_{s50}{s31}_upgrades_{reg {s50}{s31}_upgrades_{reg31?her:his}_horse_with_{s32}.^
qstr_{s50}{s31}_upgrades_{reg3 {s50}{s31}_upgrades_{reg31?her:his}_weapon_with_{s32}.^
qstr__{reg50}{reg51}_ ({reg50},{reg51})
qstr_{s1}_have_sold_{reg1 {s1}_have_sold_{reg1}_{reg3?items:item}_and_you_gained_{reg2}_{reg4?denars:denar}.
qstr_You_have_bought_{reg You_have_bought_{reg2}_{reg4?kinds:kind}_of_food_and_lost_{reg1}_{reg3?denars:denar}.
qstr_You_have_sold_{reg2} You_have_sold_{reg2}_{reg4?kinds:kind}_of_rotten_food_and_gained_{reg1}_{reg3?denars:denar}.
qstr_Bonus!_A_{s1}{s2}. Bonus!_A_{s1}{s2}.
qstr_{reg4}_killed_{reg5} {reg4}_killed,_{reg5}_wounded
qstr_{s0}^{s1}:_{reg3}__{ {s0}^{s1}:_{reg3}_({s2})
qstr_{s0}^{s1}__ally_:_{r {s0}^{s1}_(ally):_{reg3}_({s2})
qstr_{s0}^{s1}__enemy_:_{ {s0}^{s1}_(enemy):_{reg3}_({s2})
qstr_Mercenaries Mercenaries
qstr_Outlaws Outlaws
qstr_Sword_Sisters Sword_Sisters
qstr_Freelancers Freelancers
qstr_{s0}{s1} {s0}{s1}
qstr_You_came_into_the_wo You_came_into_the_world_a_{reg3?daughter:son}_of_declining_nobility,__________________________________owning_only_the_house_in_which_they_lived._However,_despite_your_family's_hardships,________________________________they_afforded_you_a_good_education_and_trained_you_from_childhood_for_the_rigors_of_aristocracy_and_life_at_court.
qstr_You_were_born_the_{r You_were_born_the_{reg3?daughter:son}_of_travelling_merchants,__________________________________always_moving_from_place_to_place_in_search_of_a_profit._Although_your_parents_were_wealthier_than_most__________________________________and_educated_you_as_well_as_they_could,_you_found_little_opportunity_to_make_friends_on_the_road,________________________________living_mostly_for_the_moments_when_you_could_sell_something_to_somebody.
qstr_As_a_child_your_fami As_a_child,_your_family_scrabbled_out_a_meagre_living_from_your_father's_wages__________________________________as_a_guardsman_to_the_local_lord._It_was_not_an_easy_existence,_and_you_were_too_poor_to_get_much_of_an________________________________education._You_learned_mainly_how_to_defend_yourself_on_the_streets,_with_or_without_a_weapon_in_hand.
qstr_You_were_the_{reg3?d You_were_the_{reg3?daughter:son}_of_a_family_who_lived_off_the_woods,__________________________________doing_whatever_they_needed_to_make_ends_meet._Hunting,_woodcutting,_making_arrows,__________________________________even_a_spot_of_poaching_whenever_things_got_tight._Winter_was_never_a_good_time_for_your_family__________________________________as_the_cold_took_animals_and_people_alike,_but_you_always_lived_to_see_another_dawn,________________________________though_your_brothers_and_sisters_might_not_be_so_fortunate.
qstr_You_were_a_child_of_ You_were_a_child_of_the_steppe,_born_to_a_tribe_of_wandering_nomads_who_lived__________________________________in_great_camps_throughout_the_arid_grasslands.__________________________________Like_the_other_tribesmen,_your_family_revered_horses_above_almost_everything_else,_and_they_taught_you________________________________how_to_ride_almost_before_you_learned_how_to_walk._
qstr_As_the_{reg3?daughte As_the_{reg3?daughter:son}_of_a_thief,_you_had_very_little_'formal'_education.__________________________________Instead_you_were_out_on_the_street,_begging_until_you_learned_how_to_cut_purses,_cutting_purses__________________________________until_you_learned_how_to_pick_locks,_all_the_way_through_your_childhood.________________________________Still,_these_long_years_made_you_streetwise_and_sharp_to_the_secrets_of_cities_and_shadowy_backways.
qstr__You_were_born_years _You_were_born_years_ago,_in_a_land_far_away._Your_father_was_{s2}._{s3}
qstr_As_a_{reg3?girl:boy} As_a_{reg3?girl:boy}_growing_out_of_childhood,__________________________________you_were_sent_to_live_in_the_court_of_one_of_the_nobles_of_the_land.__________________________________There,_your_first_lessons_were_in_humility,_as_you_waited_upon_the_lords_and_ladies_of_the_household.__________________________________But_from_their_chess_games,_their_gossip,_even_the_poetry_of_great_deeds_and_courtly_love,_you_quickly_began_to_learn_about_the_adult_world_of_conflict________________________________and_competition._You_also_learned_from_the_rough_games_of_the_other_children,_who_battered_at_each_other_with_sticks_in_imitation_of_their_elders'_swords.
qstr_As_a_{reg3?girl:boy}_ As_a_{reg3?girl:boy}_growing_out_of_childhood,__________________________________you_apprenticed_with_a_local_craftsman_to_learn_a_trade._After_years_of_hard_work_and_study_under_your__________________________________new_master,_he_promoted_you_to_journeyman_and_employed_you_as_a_fully_paid_craftsman_for_as_long_as________________________________you_wished_to_stay.
qstr_As_a_{reg3?girl:boy}_g As_a_{reg3?girl:boy}_growing_out_of_childhood,__________________________________you_apprenticed_to_a_wealthy_merchant,_picking_up_the_trade_over_years_of_working_shops_and_driving_caravans.__________________________________You_soon_became_adept_at_the_art_of_buying_low,_selling_high,_and_leaving_the_customer_thinking_they'd________________________________got_the_better_deal.
qstr_As_a_{reg3?girl:boy}_gr As_a_{reg3?girl:boy}_growing_out_of_childhood,__________________________________you_took_to_the_streets,_doing_whatever_you_must_to_survive.__________________________________Begging,_thieving_and_working_for_gangs_to_earn_your_bread,_you_lived_from_day_to_day_in_this_violent_world,________________________________always_one_step_ahead_of_the_law_and_those_who_wished_you_ill.
qstr_As_a_{reg3?girl:boy}_gro As_a_{reg3?girl:boy}_growing_out_of_childhood,__________________________________you_rode_the_great_steppes_on_a_horse_of_your_own,_learning_the_ways_of_the_grass_and_the_desert.__________________________________Although_you_sometimes_went_hungry,_you_became_a_skillful_hunter_and_pathfinder_in_your_trackless_country.________________________________Your_body_too_started_to_harden_with_muscle_as_you_grew_into_the_life_of_a_nomad_{reg3?woman:man}.
qstr_{s1}^^_You_started_t {s1}^^_You_started_to_learn_about_the_world_almost_as_soon_as_you_could_walk_and_talk.______________________________You_spent_your_early_life_as_{s2}._{s3}
qstr_Though_the_distincti Though_the_distinction_felt_sudden_to_you,__________________________________somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__________________________________When_you_were_named_squire_to_a_noble_at_court,_you_practiced_long_hours_with_weapons,__________________________________learning_how_to_deal_out_hard_knocks_and_how_to_take_them,_too.__________________________________You_were_instructed_in_your_obligations_to_your_lord,_and_of_your_duties_to_those_who_might_one_day_be_your_vassals.__________________________________But_in_addition_to_learning_the_chivalric_ideal,_you_also_learned_about_the_less_uplifting_side__________________________________--_old_warriors'_stories_of_ruthless_power_politics,_of_betrayals_and_usurpations,________________________________of_men_who_used_guile_as_well_as_valor_to_achieve_their_aims.
qstr_Though_the_distinctio Though_the_distinction_felt_sudden_to_you,__________________________________somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__________________________________You_joined_the_tightly-knit_circle_of_women_at_court,_ladies_who_all_did_proper_ladylike_things,__________________________________the_wives_and_mistresses_of_noble_men_as_well_as_maidens_who_had_yet_to_find_a_husband.__________________________________However,_even_here_you_found_politics_at_work_as_the_ladies_schemed_for_prominence_and_fought_each_other__________________________________bitterly_to_catch_the_eye_of_whatever_unmarried_man_was_in_fashion_at_court.__________________________________You_soon_learned_ways_of_turning_these_situations_and_goings-on_to_your_advantage._With_it_came_the__________________________________realisation_that_you_yourself_could_wield_great_influence_in_the_world,_if_only_you_applied_yourself________________________________with_a_little_bit_of_subtlety.
qstr_Though_the_distinction Though_the_distinction_felt_sudden_to_you,__________________________________somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__________________________________You_set_out_on_your_own_with_nothing_except_the_instrument_slung_over_your_back_and_your_own_voice.__________________________________It_was_a_poor_existence,_with_many_a_hungry_night_when_people_failed_to_appreciate_your_play,__________________________________but_you_managed_to_survive_on_your_music_alone._As_the_years_went_by_you_became_adept_at_playing_the________________________________drunken_crowds_in_your_taverns,_and_even_better_at_talking_anyone_out_of_anything_you_wanted.
qstr_Though_the_distinction_ Though_the_distinction_felt_sudden_to_you,__________________________________somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__________________________________You_found_yourself_as_a_student_in_the_university_of_one_of_the_great_cities,__________________________________where_you_studied_theology,_philosophy,_and_medicine.__________________________________But_not_all_your_lessons_were_learned_in_the_lecture_halls.__________________________________You_may_or_may_not_have_joined_in_with_your_fellows_as_they_roamed_the_alleys_in_search_of_wine,_women,_and_a_good_fight.__________________________________However,_you_certainly_were_able_to_observe_how_a_broken_jaw_is_set,________________________________or_how_an_angry_townsman_can_be_persuaded_to_set_down_his_club_and_accept_cash_compensation_for_the_destruction_of_his_shop.
qstr_Though_the_distinction_f Though_the_distinction_felt_sudden_to_you,__________________________________somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__________________________________Heeding_the_call_of_the_open_road,_you_travelled_from_village_to_village_buying_and_selling_what_you_could.__________________________________It_was_not_a_rich_existence,_but_you_became_a_master_at_haggling_even_the_most_miserly_elders_into________________________________giving_you_a_good_price._Soon,_you_knew,_you_would_be_well-placed_to_start_your_own_trading_empire...
qstr_Though_the_distinction_fe Though_the_distinction_felt_sudden_to_you,__________________________________somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__________________________________You_pursued_a_career_as_a_smith,_crafting_items_of_function_and_beauty_out_of_simple_metal.__________________________________As_time_wore_on_you_became_a_master_of_your_trade,_and_fine_work_started_to_fetch_fine_prices.________________________________With_food_in_your_belly_and_logs_on_your_fire,_you_could_take_pride_in_your_work_and_your_growing_reputation.
qstr_Though_the_distinction_fel Though_the_distinction_felt_sudden_to_you,__________________________________somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__________________________________Dissatisfied_with_common_men's_desperate_scrabble_for_coin,_you_took_to_your_local_lord's_own_forests__________________________________and_decided_to_help_yourself_to_its_bounty,_laws_be_damned._You_hunted_stags,_boars_and_geese_and_sold__________________________________the_precious_meat_under_the_table._You_cut_down_trees_right_under_the_watchmen's_noses_and_turned_them_into________________________________firewood_that_warmed_many_freezing_homes_during_winter._All_for_a_few_silvers,_of_course.
qstr_{s1}^^_Then_as_a_you {s1}^^_Then,_as_a_young_adult,_life_changed_as_it_always_does._You_became_{s2}._{s3}
qstr_Only_you_know_exactl Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__________________________________Still,_it_was_not_a_difficult_choice_to_leave,_with_the_rage_burning_brightly_in_your_heart.__________________________________You_want_vengeance._You_want_justice._What_was_done_to_you_cannot_be_undone,________________________________and_these_debts_can_only_be_paid_in_blood...
qstr_Only_you_know_exactly Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__________________________________All_you_can_say_is_that_you_couldn't_bear_to_stay,_not_with_the_memories_of_those_you_loved_so_close_and_so__________________________________painful._Perhaps_your_new_life_will_let_you_forget,________________________________or_honour_the_name_that_you_can_no_longer_bear_to_speak...
qstr_Only_you_know_exactly_ Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__________________________________You're_not_even_sure_when_your_home_became_a_prison,_when_the_familiar_became_mundane,_but_your_dreams_of__________________________________wandering_have_taken_over_your_life._Whether_you_yearn_for_some_faraway_place_or_merely_for_the_open_road_and_the________________________________freedom_to_travel,_you_could_no_longer_bear_to_stay_in_the_same_place._You_simply_went_and_never_looked_back...
qstr_Only_you_know_exactly_w Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__________________________________However,_you_know_you_cannot_go_back._There's_nothing_to_go_back_to._Whatever_home_you_may_have_had_is_gone________________________________now,_and_you_must_face_the_fact_that_you're_out_in_the_wide_wide_world._Alone_to_sink_or_swim...
qstr_Only_you_know_exactly_wh Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer.__________________________________To_everyone_else,_it's_clear_that_you're_now_motivated_solely_by_personal_gain.__________________________________You_want_to_be_rich,_powerful,_respected,_feared.__________________________________You_want_to_be_the_one_whom_others_hurry_to_obey.__________________________________You_want_people_to_know_your_name,_and_tremble_whenever_it_is_spoken.________________________________You_want_everything,_and_you_won't_let_anyone_stop_you_from_having_it...
qstr_{s1}^^_But_soon_ever {s1}^^_But_soon_everything_changed_and_you_decided_to_strike_out_on_your_own_as_an_adventurer.______________________________What_made_you_take_this_decision_was_{s2}._{s3}
qstr_{s1}^^_As_a_{s3}_{s2 {s1}^^_As_a_{s3}_{s2}._You_{s4}
qstr_{reg0}_denars_added_ {reg0}_denars_added_to_treasury.
qstr_{reg0}_denars_remove {reg0}_denars_removed_from_treasury.
qstr_{!}DEBUG_:_removing_ {!}DEBUG_:_removing_player_troops:_{reg0}%
qstr_{!}DEBUG_:_sum:_{reg {!}DEBUG_:_sum:_{reg0}
qstr_{s1}_and_{s2}_have_e {s1}_and_{s2}_have_entered_into_an_alliance_with_each_other.
qstr_{s1}_and_{s2}_have_c {s1}_and_{s2}_have_concluded_a_defensive_pact_with_each_other.
qstr_{s1}_and_{s2}_have_co {s1}_and_{s2}_have_concluded_a_trade_agreement_with_each_other.
qstr_{s1}_and_{s2}_have_con {s1}_and_{s2}_have_concluded_a_non_aggression_pact_with_each_other.
qstr_{!}DEBUG_:_faction_n {!}DEBUG_:_faction_no_1_value:_{reg0}
qstr_{!}DEBUG_:_faction_no {!}DEBUG_:_faction_no_2_value:_{reg0}
qstr_{!}DEBUG_:_peace_war {!}DEBUG_:_peace_war_result:_{reg0}
qstr_{!}DEBUG_:_prisoner_ {!}DEBUG_:_prisoner_value:_{reg0}
qstr_{!}DEBUG_:_peace_war_ {!}DEBUG_:_peace_war_result_after_prisoners:_{reg0}
qstr_{!}DEBUG_:_truce_pay {!}DEBUG_:_truce_pay_amount0:_{reg0}
qstr_{!}DEBUG_:_truce_pay_ {!}DEBUG_:_truce_pay_amount1:_{reg1}
qstr_{!}DEBUG___Send_mess {!}DEBUG_-_Send_message_to_{s13}
qstr_{!}DEBUG___Bring_{s1 {!}DEBUG_-_Bring_{s12}_to_{s13}
qstr_{!}_ERROR:_Bad_gift_ {!}_ERROR:_Bad_gift_amount_{reg0}.__(Tell_the_mod_writer_he_needs_to_update_his_code.)__Using_a_safe_default.
qstr_{s5}_patrol {s5}_patrol
qstr_{!}DEBUG___Added_{re {!}DEBUG_-_Added_{reg0}.template_of_faction_{s7}_to_patrol.
qstr_{!}DEBUG___Send_{s14 {!}DEBUG_-_Send_{s14}_patrol_from_{s15}_to_{s13}
qstr_Transfer_to_{s5} Transfer_to_{s5}
qstr_{s5}_scout {s5}_scout
qstr_{!}{s6}_of_the_{s5}_ {!}{s6}_of_the_{s5}_retains_the_remaining_{reg0}_denars_(dplmc_faction_leader_splits_gold)
qstr_{s4}_has_returned_fr {s4}_has_returned_from_exile,_seeking_refuge_with_{s6}_of_{s5}.
qstr_{s4}_has_been_grante {s4}_has_been_granted_a_pardon_by_{s6}_of_{s5}_and_has_returned_from_exile.
qstr_{!}DEBUG_:_failure_i {!}DEBUG_:_failure_in_dplmc_lord_return_from_exile((s5},_{s7})
qstr_{!}_ERROR:_called_sc {!}_ERROR:_called_script_dplmc-store-troop-is-female-reg_with_bad_argument_{reg4}
qstr_Given_the_way_things Given_the_way_things_stand_between_us_at_the_moment,_{playername},_I_would_not_consider_it_prudent_to_enter_into_such_an_arrangement.
qstr_{playername}_I_am_gr {playername},_I_am_grateful_to_you,_but_in_the_eyes_of_the_people_you_do_not_have_sufficient_legitimacy_as_a_potential_co-ruler.__Marrying_you_would_undermine_my_own_claim_to_the_throne.
qstr_{!}DEBUG___player_re {!}DEBUG_-_player_renown_{reg0},_required_renown_{reg1}
qstr_{playername}_I_know_ {playername},_I_know_that_if_it_were_not_for_you_I_would_not_sit_on_this_throne,_but_your_name_is_little_renowned_in_Calradia.__Marrying_you_would_be_perceived_as_an_uneven_match_and_would_call_into_question_my_own_claim_to_the_throne.
qstr_{!}DEBUG___player_sc {!}DEBUG_-_player_score_{reg0}_out_of_a_required_{reg1}
qstr_{playername}_I_am_gra {playername},_I_am_grateful_for_your_assistance_in_regaining_my_rightful_throne,_but_you_do_not_have_sufficient_personal_holdings_to_be_a_suitable_match_for_me.__It_would_be_an_uneven_partnership.
qstr_{!}DEBUG___player_sco {!}DEBUG_-_player_score_{reg0},_competitor_score_{reg1}
qstr_{playername}_I_am_grat {playername},_I_am_grateful_to_you,_but_if_I_were_to_accept_at_this_time_I_would_risk_offending_powerful_lords_such_as_{s15},_who_may_consider_themselves_to_have_honor_equal_to_or_greater_than_your_own.
qstr_{playername}_I_am_grate {playername},_I_am_grateful_to_you,_but_if_I_were_to_accept_at_this_time_I_would_risk_offending_great_lords_such_as_{s15},_who_may_consider_themselves_to_have_honor_equal_to_or_greater_than_your_own.
qstr_{!}DEBUG___player_rel {!}DEBUG_-_player_relation_{reg0},_rival_relation_{reg1}
qstr_{playername}_while_I {playername},_while_I_am_grateful_to_you,_I_must_confess_I_am_fond_of_{s15}.
qstr_{!}DEBUG___lords_in_ {!}DEBUG_-_lords_in_faction_{reg0},_required_lords_{reg1}
qstr_Our_realm_has_too_fe Our_realm_has_too_few_vassals.__In_the_current_precarious_state_of_the_affairs_I_must_use_the_lure_of_a_potential_political_alliance_to_attract_new_vassals,_and_cannot_yet_be_seen_to_commit_to_any_single_{reg65?suitor:candidate}.
qstr_{!}DEBUG___liege_has {!}DEBUG_-_liege_has_{reg0}_center_points,_needs_at_least_{reg1}
qstr_Because_I_have_insuf Because_I_have_insufficient_personal_holdings_compared_to_{s15},_if_I_entered_into_such_an_arrangement_I_would_risk_appearing_to_be_a_puppet,_throwing_the_stability_of_the_realm_into_jeopardy.
qstr_Because_my_personal_ Because_my_personal_holdings_are_insufficiently_large_compared_to_other_lords_of_the_{s14},_if_I_entered_into_such_an_arrangement_I_would_risk_appearing_to_be_a_puppet,_throwing_the_stability_of_the_realm_into_jeopardy.
qstr_I_am_grateful_to_you I_am_grateful_to_you,_{playername},_but_you_have_too_many_enemies_among_the_lords_of_the_{s14}_for_your_proposal_to_be_politically_viable.__If_I_were_to_accept,_there_might_be_a_revolt.
qstr_You_have_engendered_ You_have_engendered_too_much_controversy_recently,_{playername}_.__If_I_were_to_accept_at_this_time,_there_might_be_a_revolt_among_the_lords_of_the_{s14}.__Let_us_speak_of_this_later_when_the_furor_has_died_down.
qstr_If_you_desire_to_lea If_you_desire_to_lead_the_{s14}_alongside_me,_gather_support_among_my_vassals_to_become_marshall,_and_demonstrate_to_them_your_abilities_as_a_war_leader.
qstr_Our_realm_has_lost_t Our_realm_has_lost_too_much_territory.__We_once_held_{s1}_but_now_only_hold_{s0}.__In_the_current_precarious_state_of_affairs_I_must_retain_the_possibility_of_a_political_alliance_to_use_as_a_bargaining_chip_with_the_other_sovereigns,_so_I_yet_be_seen_to_commit_to_any_single_{reg65?suitor:candidate}.__Restore_the_{s14}_to_its_former_glory,_and_I_will_gladly_have_you_rule_beside_me_as_my_{husband/wife}.
qstr_{s0}_{reg0?have:has} {s0}_{reg0?have:has}_been_lost_to_foreign_hands.__Restore_the_{s14}_to_its_rightful_boundaries,_and_I_will_gladly_have_you_rule_beside_me_as_my_{husband/wife}.
qstr_You_have_only_been_m You_have_only_been_marshall_for_{reg0}_{reg1?days:day}.__Let_us_speak_of_this_after_you_have_held_the_post_for_at_least_two_weeks.
qstr_If_not_for_you_I_wou If_not_for_you_I_would_not_sit_on_this_throne,_{playername}.__When_we_started_our_long_walk,_few_people_had_the_courage_to_support_me.__And_fewer_still_would_be_willing_to_put_their_lives_at_risk_for_my_cause.__But_you_didn't_hesitate_for_a_moment_in_throwing_yourself_at_my_enemies._We_have_gone_through_a_lot_together,_and_with_God's_help,_we_prevailed.__I_will_gladly_accept_you_as_both_my_{husband/wife}_and_co-ruler_of_the_{s14}.
qstr_axe axe
qstr_spear spear
qstr_bow bow
qstr_sword sword
qstr_axes axes
qstr_spears spears
qstr_bows bows
qstr_swords swords
qstr_swing_my_axe swing_my_axe
qstr_lift_my_spear lift_my_spear
qstr_loose_my_arrows loose_my_arrows
qstr_swing_my_sword swing_my_sword
qstr_sultan sultan
qstr_khans khans
qstr_sultans sultans
qstr_kings kings
qstr_lord lord
qstr_lords lords
qstr_goatherd goatherd
qstr_swineherd swineherd
qstr_stable_{boy/girl} stable_{boy/girl}
qstr_shepherd_{boy/girl} shepherd_{boy/girl}
qstr_kvass kvass
qstr_kumis kumis
qstr_mead mead
qstr_wine wine
qstr_{!}ERROR___dplmc_pri {!}ERROR_-_dplmc_print_cultural_word_to_sreg_called_for_bad_context_{reg0}
