itm_no_item|OBJET INVALIDE
itm_rrr_reeve_steel|Reeve Sword
itm_rrr_reeve_steel_pl|Reeve Sword
itm_rrr_regent_brhil|Two Handed Regent Sword
itm_rrr_regent_brhil_pl|Two Handed Regent Sword
itm_rrr_regent_steel|Two Handed Regent Sword
itm_rrr_regent_steel_pl|Two Handed Regent Sword
itm_rrr_ritter_brhil|Ritter Sword
itm_rrr_ritter_brhil_pl|Ritter Sword
itm_rrr_ritter_steel|Ritter Sword
itm_rrr_ritter_steel_pl|Ritter Sword
itm_rrr_sempach_brhil|Two Handed Sempach Sword
itm_rrr_sempach_brhil_pl|Two Handed Sempach Sword
itm_rrr_sempach_steel|Two Handed Sempach Sword
itm_rrr_sempach_steel_pl|Two Handed Sempach Sword
itm_rrr_senlac_brhil|Senlac Sword
itm_rrr_senlac_brhil_pl|Senlac Sword
itm_rrr_senlac_steel|Senlac Sword
itm_rrr_senlac_steel_pl|Senlac Sword
itm_rrr_sovereign_brhil|Sovereign Sword
itm_rrr_sovereign_brhil_pl|Sovereign Sword
itm_rrr_sovereign_steel|Sovereign Sword
itm_rrr_sovereign_steel_pl|Sovereign Sword
itm_rrr_squire_brhil|Squire Sword
itm_rrr_squire_brhil_pl|Squire Sword
itm_rrr_squire_steel|Squire Sword
itm_rrr_squire_steel_pl|Squire Sword
itm_rrr_steward_brhil|Two Handed Steward Sword
itm_rrr_steward_brhil_pl|Two Handed Steward Sword
itm_rrr_steward_steel|Two Handed Steward Sword
itm_rrr_steward_steel_pl|Two Handed Steward Sword
itm_rrr_talhoffer_brhil|Two Handed Talhoffer Sword
itm_rrr_talhoffer_brhil_pl|Two Handed Talhoffer Sword
itm_rrr_talhoffer_steel|Two Handed Talhoffer Sword
itm_rrr_talhoffer_steel_pl|Two Handed Talhoffer Sword
itm_rrr_templar_brhil|Templar Sword
itm_rrr_templar_brhil_pl|Templar Sword
itm_rrr_templar_steel|Templar Sword
itm_rrr_templar_steel_pl|Templar Sword
itm_pop_duelling_dagger|Duelling Dagger
itm_pop_duelling_dagger_pl|Duelling Dagger
itm_pop_estock|Estock
itm_pop_estock_pl|Estock
itm_pop_estock_guard|Guard Estock
itm_pop_estock_guard_pl|Guard Estock
itm_pop_flamberge|Flamberge
itm_pop_flamberge_pl|Flamberge
itm_pop_flammarde|Flammarde
itm_pop_flammarde_pl|Flammarde
itm_pop_katzbalger|Katzbalger
itm_pop_katzbalger_pl|Katzbalger
itm_pop_ornate_dagger|Ornate Dagger
itm_pop_ornate_dagger_pl|Ornate Dagger
itm_pop_ornate_estock|Ornate Estock
itm_pop_ornate_estock_pl|Ornate Estock
itm_pop_ornate_estock_guard|Ornate Guard Estock
itm_pop_ornate_estock_guard_pl|Ornate Guard Estock
itm_pop_ornate_katzbalger|Ornate Katzbalger
itm_pop_ornate_katzbalger_pl|Ornate Katzbalger
itm_pop_ornate_sabre|Ornate Sabre
itm_pop_ornate_sabre_pl|Ornate Sabre
itm_pop_ornate_zweihander|Ornate Zweihander
itm_pop_ornate_zweihander_pl|Ornate Zweihander
itm_pop_rondel|Rondel
itm_pop_rondel_pl|Rondel
itm_pop_sabre|Sabre
itm_pop_sabre_pl|Sabre
itm_pop_zweihander|Zweihander
itm_pop_zweihander_pl|Zweihander
itm_lui_armingtwo|Two Handed Arming
itm_lui_armingtwo_pl|Two Handed Arming
itm_lui_armingthree|Three Handed Arming
itm_lui_armingthree_pl|Three Handed Arming
itm_lui_armingfour|Four Handed Arming
itm_lui_armingfour_pl|Four Handed Arming
itm_lui_bastardcimitar|Bastard Scimitar
itm_lui_bastardcimitar_pl|Bastard Scimitar
itm_lui_bastardsword|Bastard Sword
itm_lui_bastardsword_pl|Bastard Sword
itm_lui_bastardswordb|Bastard Sword
itm_lui_bastardswordb_pl|Bastard Sword
itm_lui_bastardswordc|Bastard Sword
itm_lui_bastardswordc_pl|Bastard Sword
itm_lui_bastardswordd|Bastard Sword
itm_lui_bastardswordd_pl|Bastard Sword
itm_lui_bastardsworde|Bastard Sword
itm_lui_bastardsworde_pl|Bastard Sword
itm_lui_bastardswordempire|Empire Bastard Sword
itm_lui_bastardswordempire_pl|Empire Bastard Sword
itm_lui_bastardswordknight|Knight Bastard Sword
itm_lui_bastardswordknight_pl|Knight Bastard Sword
itm_lui_bastardswordnew|Bastard Sword
itm_lui_bastardswordnew_pl|Bastard Sword
itm_lui_cimeterre|Cimiterre
itm_lui_cimeterre_pl|Cimiterre
itm_lui_cimeterreb|Cimiterre
itm_lui_cimeterreb_pl|Cimiterre
itm_lui_cimeterrec|Cimiterre
itm_lui_cimeterrec_pl|Cimiterre
itm_lui_clamshellclaymore|Clamshell Claymore
itm_lui_clamshellclaymore_pl|Clamshell Claymore
itm_lui_clamshellclaymoreb|Clamshell Long Claymore
itm_lui_clamshellclaymoreb_pl|Clamshell Long Claymore
itm_lui_clamshellcross|Clamshell Cross
itm_lui_clamshellcross_pl|Clamshell Cross
itm_lui_clamshelldagger|Clamshell Dagger
itm_lui_clamshelldagger_pl|Clamshell Dagger
itm_lui_clamshelloneh|Clamshell Sword
itm_lui_clamshelloneh_pl|Clamshell Sword
itm_lui_claymorebastard|Bastard Claymore
itm_lui_claymorebastard_pl|Bastard Claymore
itm_lui_claymorebroad|Broad Claymore
itm_lui_claymorebroad_pl|Broad Claymore
itm_lui_claymoretwoh|Claymore Twohander
itm_lui_claymoretwoh_pl|Claymore Twohander
itm_lui_crosstwohander|Cross Twohander
itm_lui_crosstwohander_pl|Cross Twohander
itm_lui_crosswordonehand|Cross Sword
itm_lui_crosswordonehand_pl|Cross Sword
itm_lui_darkswordoneh|Dark Sword
itm_lui_darkswordoneh_pl|Dark Sword
itm_lui_darkswordtwoh|Two Handed Dark Sword
itm_lui_darkswordtwoh_pl|Two Handed Dark Sword
itm_lui_darkswordtwohb|Two Handed Dark Sword
itm_lui_darkswordtwohb_pl|Two Handed Dark Sword
itm_lui_dukesword|Duke Sword
itm_lui_dukesword_pl|Duke Sword
itm_lui_dussack|Dussack
itm_lui_dussack_pl|Dussack
itm_lui_empireestoc|Empire Estock
itm_lui_empireestoc_pl|Empire Estock
itm_lui_empireestocb|Empire Estock
itm_lui_empireestocb_pl|Empire Estock
itm_lui_empiretwohander|Empire Twohander
itm_lui_empiretwohander_pl|Empire Twohander
itm_lui_estoc|Estoc
itm_lui_estoc_pl|Estoc
itm_lui_estocc|Estoc
itm_lui_estocc_pl|Estoc
itm_lui_estocd|Estoc
itm_lui_estocd_pl|Estoc
itm_lui_estocdagger|Estoc Dagger
itm_lui_estocdagger_pl|Estoc Dagger
itm_lui_generalsword|General Sword
itm_lui_generalsword_pl|General Sword
itm_lui_gothiconehander|Gothic Onehander
itm_lui_gothiconehander_pl|Gothic Onehander
itm_lui_greatsword|Greatsword
itm_lui_greatsword_pl|Greatsword
itm_lui_greatswordb|Greatsword
itm_lui_greatswordb_pl|Greatsword
itm_lui_greatswordc|Greatsword
itm_lui_greatswordc_pl|Greatsword
itm_lui_greatswordd|Greatsword
itm_lui_greatswordd_pl|Greatsword
itm_lui_greatsworde|Greatsword
itm_lui_greatsworde_pl|Greatsword
itm_lui_inquisitiongreatsword|Inquisition Greatsword
itm_lui_inquisitiongreatsword_pl|Inquisition Greatsword
itm_lui_inquisitorredemptionsword|Inquisitor Redemption Sword
itm_lui_inquisitorredemptionsword_pl|Inquisitor Redemption Sword
itm_lui_inquisitorsword|Inquisitor Sword
itm_lui_inquisitorsword_pl|Inquisitor Sword
itm_lui_khergitexecutioner|Two Handed Khergit Executioner
itm_lui_khergitexecutioner_pl|Two Handed Khergit Executioner
itm_lui_khergitexecutioneronehand|Khergit Executioner
itm_lui_khergitexecutioneronehand_pl|Khergit Executioner
itm_lui_khergitlordexecutionner|Two Handed Khergit Lord Executioner
itm_lui_khergitlordexecutionner_pl|Two Handed Khergit Lord Executioner
itm_lui_killerdagger|Killer Dagger
itm_lui_killerdagger_pl|Killer Dagger
itm_lui_kingswordtwoh|Two Handed King Sword
itm_lui_kingswordtwoh_pl|Two Handed King Sword
itm_lui_kingswordtwohdark|Dark Two Handed King Sword
itm_lui_kingswordtwohdark_pl|Dark Two Handed King Sword
itm_lui_lancelotsword|Lancelot Sword
itm_lui_lancelotsword_pl|Lancelot Sword
itm_lui_longdussack|Long Dussack
itm_lui_longdussack_pl|Long Dussack
itm_lui_mercenaryclaymore|Mercenary Claymore
itm_lui_mercenaryclaymore_pl|Mercenary Claymore
itm_lui_mercenaryshort|Mercenary Short Sword
itm_lui_mercenaryshort_pl|Mercenary Short Sword
itm_lui_midnight|Midnight Sword
itm_lui_midnight_pl|Midnight Sword
itm_lui_newestoc|Estoc
itm_lui_newestoc_pl|Estoc
itm_lui_nordicbastard|Nordic Bastard Sword
itm_lui_nordicbastard_pl|Nordic Bastard Sword
itm_lui_nordictwoh|Nordic Twohander
itm_lui_nordictwoh_pl|Nordic Twohander
itm_lui_onehander|Onehander
itm_lui_onehander_pl|Onehander
itm_lui_onehands|Sword
itm_lui_onehands_pl|Sword
itm_lui_perfectsword|Perfect Sword
itm_lui_perfectsword_pl|Perfect Sword
itm_lui_perfecttwohandedsword|Perfect Two Handed Sword
itm_lui_perfecttwohandedsword_pl|Perfect Two Handed Sword
itm_lui_raiderlordsword|Raider Lord Sword
itm_lui_raiderlordsword_pl|Raider Lord Sword
itm_lui_realbastard|Real Bastard Sword
itm_lui_realbastard_pl|Real Bastard Sword
itm_lui_roughdaksword|Rough Dak Sword
itm_lui_roughdaksword_pl|Rough Dak Sword
itm_lui_shortsword|Shortsword
itm_lui_shortsword_pl|Shortsword
itm_lui_sultancimitar|Sultan Scimitar
itm_lui_sultancimitar_pl|Sultan Scimitar
itm_lui_swadianlordsword|Swadian Lord Sword
itm_lui_swadianlordsword_pl|Swadian Lord Sword
itm_lui_twohander|Twohander
itm_lui_twohander_pl|Twohander
itm_lui_vaegirlordsword|Vaegir Lord Sword
itm_lui_vaegirlordsword_pl|Vaegir Lord Sword
itm_lui_vaegirlordswordb|Vaegir Lord Sword
itm_lui_vaegirlordswordb_pl|Vaegir Lord Sword
itm_lui_vaegirltwohander|Vaegir Lord Twohander
itm_lui_vaegirltwohander_pl|Vaegir Lord Twohander
itm_lui_vaegirsword|Vaegir Sword
itm_lui_vaegirsword_pl|Vaegir Sword
itm_lui_vaegirtwohsword|Vaegir Two Handed Sword
itm_lui_vaegirtwohsword_pl|Vaegir Two Handed Sword
itm_lui_witchsword|Witch Sword
itm_lui_witchsword_pl|Witch Sword
itm_lui_zweilander|Zweilander
itm_lui_zweilander_pl|Zweilander
itm_lui_zweilanderb|Zweilander
itm_lui_zweilanderb_pl|Zweilander
itm_lui_zweilanderc|Zweilander
itm_lui_zweilanderc_pl|Zweilander
itm_lui_zweilanderd|Zweilander
itm_lui_zweilanderd_pl|Zweilander
itm_salade|Salade Helmet
itm_salade_pl|Salade Helmet
itm_saladeb|Salade Helmet
itm_saladeb_pl|Salade Helmet
itm_saladec|Salade Helmet
itm_saladec_pl|Salade Helmet
itm_crusaderhelm|Crusader Helmet
itm_crusaderhelm_pl|Crusader Helmet
itm_blackhelm|Black Helmet
itm_blackhelm_pl|Black Helmet
itm_realbarbutteb|Real Barbute
itm_realbarbutteb_pl|Real Barbute
itm_realbarbuttec|Real Barbute
itm_realbarbuttec_pl|Real Barbute
itm_realbascinetb|Real Bascinet
itm_realbascinetb_pl|Real Bascinet
itm_realbascinetc|Real Bascinet
itm_realbascinetc_pl|Real Bascinet
itm_realbascinetd|Knight's Hound Helmet
itm_realbascinetd_pl|Knight's Hound Helmet
itm_realbascinete|Open Knight's Hound Helmet
itm_realbascinete_pl|Open Knight's Hound Helmet
itm_realbascinetf|Real Hound Helmet
itm_realbascinetf_pl|Real Hound Helmet
itm_realsaladec|Real Salade
itm_realsaladec_pl|Real Salade
itm_blackhelmb|Black Helm
itm_blackhelmb_pl|Black Helm
itm_blackhelmc|Black Helm
itm_blackhelmc_pl|Black Helm
itm_realbascinetg|Open Real Hound Helmet
itm_realbascinetg_pl|Open Real Hound Helmet
itm_newhelmet|Hound Helmet
itm_newhelmet_pl|Hound Helmet
itm_helm_horned01|Horned Helmet
itm_helm_horned01_pl|Horned Helmet
itm_helm_horned02|Horned Helmet
itm_helm_horned02_pl|Horned Helmet
itm_helm_horned03|Horned Helmet
itm_helm_horned03_pl|Horned Helmet
itm_helm_jousting01|Jousting Helmet
itm_helm_jousting01_pl|Jousting Helmet
itm_helm_jousting02|Jousting Helmet
itm_helm_jousting02_pl|Jousting Helmet
itm_frisian_helmet_mesh|Frisian Helmet
itm_frisian_helmet_mesh_pl|Frisian Helmet
itm_rhulg_horned_helmet_mesh|Rhulg Horned Helmet
itm_rhulg_horned_helmet_mesh_pl|Rhulg Horned Helmet
itm_spangen_helmet_mesh|Spangen Helmet
itm_spangen_helmet_mesh_pl|Spangen Helmet
itm_spangen_helmet_no_chin_mesh|Spangen Helmet
itm_spangen_helmet_no_chin_mesh_pl|Spangen Helmet
itm_barbutalightdragon|Dragon Barbuta
itm_barbutalightdragon_pl|Dragon Barbuta
itm_barbutemdarkmailnew|Barbuta
itm_barbutemdarkmailnew_pl|Barbuta
itm_bas|Bas
itm_bas_pl|Bas
itm_basmask|Masked Bas
itm_basmask_pl|Masked Bas
itm_chieftain_helm|Chieftain Helmet
itm_chieftain_helm_pl|Chieftain Helmet
itm_darkhunterhelm|Dark Hunter Helm
itm_darkhunterhelm_pl|Dark Hunter Helm
itm_darkknighthelm|Dark Knight Helm
itm_darkknighthelm_pl|Dark Knight Helm
itm_full_mail_coif|Full Mail Coif
itm_full_mail_coif_pl|Full Mail Coif
itm_ghulam_helm2|Ghulam Helm
itm_ghulam_helm2_pl|Ghulam Helm
itm_gold_norse_eyehelm|Norse Golden Eyehelm
itm_gold_norse_eyehelm_pl|Norse Golden Eyehelm
itm_mamluk_helm|Mamluk Helm
itm_mamluk_helm_pl|Mamluk Helm
itm_metropolian_helm|Metropolian Helm
itm_metropolian_helm_pl|Metropolian Helm
itm_muslim_leader_helm|Muslim Leader Helm
itm_muslim_leader_helm_pl|Muslim Leader Helm
itm_opensallet|Open Sallet
itm_opensallet_pl|Open Sallet
itm_orcmaskcheeks|Thurisaz Mask
itm_orcmaskcheeks_pl|Thurisaz Mask
itm_realbarbutte|Real Barbutte
itm_realbarbutte_pl|Real Barbutte
itm_realcrown|Nord Crown
itm_realcrown_pl|Nord Crown
itm_reinforced_great_helm|Sugarloaf Helm
itm_reinforced_great_helm_pl|Sugarloaf Helm
itm_saladed|Salade Helmet
itm_saladed_pl|Salade Helmet
itm_sallet|Sallet
itm_sallet_pl|Sallet
itm_sallete|Sallet
itm_sallete_pl|Sallet
itm_suttonhoo|Sutton Hoo Helmet
itm_suttonhoo_pl|Sutton Hoo Helmet
itm_v_leader_helm|Viking Leader Helm
itm_v_leader_helm_pl|Viking Leader Helm
itm_nordhelm|Nord Helm
itm_nordhelm_pl|Nord Helm
itm_valsgarde|Valsgarde
itm_valsgarde_pl|Valsgarde
itm_vendel|Vendel
itm_vendel_pl|Vendel
itm_crown_helm|Vaegir Crown Helmet
itm_crown_helm_pl|Vaegir Crown Helmet
itm_faceplate|Casque plein
itm_faceplate_pl|Casque plein
itm_kettlehelm|Kettlehelm
itm_kettlehelm_pl|Kettlehelm
itm_maciejowskihelm|Maciejowski Helm
itm_maciejowskihelm_pl|Maciejowski Helm
itm_normanhelmwithcoif|Norman Helm
itm_normanhelmwithcoif_pl|Norman Helm
itm_helmet_w_eyeguard_new_alt|Eyeguard Helmet
itm_helmet_w_eyeguard_new_alt_pl|Eyeguard Helmet
itm_nordhelm_coif|Nordhelm
itm_nordhelm_coif_pl|Nordhelm
itm_nasal_helmet_new|Nasal Helmet
itm_nasal_helmet_new_pl|Nasal Helmet
itm_nasal_helmet_new_alt|Nasal Helmet
itm_nasal_helmet_new_alt_pl|Nasal Helmet
itm_nasalhelm_coif|Nasal Helmet
itm_nasalhelm_coif_pl|Nasal Helmet
itm_skullcap_coif|Skullcap
itm_skullcap_coif_pl|Skullcap
itm_kettlehat_paddedcoif|Kettlehat
itm_kettlehat_paddedcoif_pl|Kettlehat
itm_hospitaller_padded_jack|Hospitaller Padded Jack
itm_hospitaller_padded_jack_pl|Hospitaller Padded Jack
itm_hospitaller_surcoat1|Hospitaller Surcoat
itm_hospitaller_surcoat1_pl|Hospitaller Surcoat
itm_hospitaller_tabard|Hospitaller Tabard
itm_hospitaller_tabard_pl|Hospitaller Tabard
itm_hospitaller_surcoat2|Hospitaller Surcoat
itm_hospitaller_surcoat2_pl|Hospitaller Surcoat
itm_01lch|Long Barded Lily Lion Warhorse
itm_01lch_pl|Long Barded Lily Lion Warhorse
itm_02lch|Long Barded Yellow Lion Black Warhorse
itm_02lch_pl|Long Barded Yellow Lion Black Warhorse
itm_03lch|Long Barded Green Lily Warhorse
itm_03lch_pl|Long Barded Green Lily Warhorse
itm_04lch|Long Barded Black Hospitaller Warhorse
itm_04lch_pl|Long Barded Black Hospitaller Warhorse
itm_05lch|Long Barded Blue Lily Warhorse
itm_05lch_pl|Long Barded Blue Lily Warhorse
itm_06lch|Long Barded Red Cross Yellow Warhorse
itm_06lch_pl|Long Barded Red Cross Yellow Warhorse
itm_07lch|Long Barded Red Templar Warhorse
itm_07lch_pl|Long Barded Red Templar Warhorse
itm_08lch|Long Barded Black Eagle Yellow Warhorse
itm_08lch_pl|Long Barded Black Eagle Yellow Warhorse
itm_09lch|Long Barded White Lion Warhorse
itm_09lch_pl|Long Barded White Lion Warhorse
itm_10lch|Long Barded White Hospitaller Warhorse
itm_10lch_pl|Long Barded White Hospitaller Warhorse
itm_11lch|Long Barded Blue Unicorn Warhorse
itm_11lch_pl|Long Barded Blue Unicorn Warhorse
itm_12lch|Long Barded Yellow Griffon Red Warhorse
itm_12lch_pl|Long Barded Yellow Griffon Red Warhorse
itm_13lch|Long Barded Vaegir Warhorse
itm_13lch_pl|Long Barded Vaegir Warhorse
itm_14lch|Long Barded Black Griffon Warhorse
itm_14lch_pl|Long Barded Black Griffon Warhorse
itm_15lch|Long Barded Royal Red Warhorse
itm_15lch_pl|Long Barded Royal Red Warhorse
itm_16lch|Long Barded Blue Calradian Warhorse
itm_16lch_pl|Long Barded Blue Calradian Warhorse
itm_17lch|Long Barded Yellow Lion Red Warhorse
itm_17lch_pl|Long Barded Yellow Lion Red Warhorse
itm_18lch|Long Barded White Tree Warhorse
itm_18lch_pl|Long Barded White Tree Warhorse
itm_19lch|Long Barded Royal Warhorse
itm_19lch_pl|Long Barded Royal Warhorse
itm_20lch|Long Barded White Griffon Warhorse
itm_20lch_pl|Long Barded White Griffon Warhorse
itm_21lch|Long Barded White Eagle Black Warhorse
itm_21lch_pl|Long Barded White Eagle Black Warhorse
itm_22lch|Long Barded Rhodok Warhorse
itm_22lch_pl|Long Barded Rhodok Warhorse
itm_23lch|Long Barded Mercenary Warhorse
itm_23lch_pl|Long Barded Mercenary Warhorse
itm_24lch|Long Barded Red Lily Warhorse
itm_24lch_pl|Long Barded Red Lily Warhorse
itm_25lch|Long Barded Goat Warhorse
itm_25lch_pl|Long Barded Goat Warhorse
itm_26lch|Long Barded Black Eagle Red Warhorse
itm_26lch_pl|Long Barded Black Eagle Red Warhorse
itm_27lch|Long Barded Yellow Lion Black Warhorse
itm_27lch_pl|Long Barded Yellow Lion Black Warhorse
itm_28lch|Long Barded Purple Hand Warhorse
itm_28lch_pl|Long Barded Purple Hand Warhorse
itm_29lch|Long Barded Green Cross Warhorse
itm_29lch_pl|Long Barded Green Cross Warhorse
itm_30lch|Long Barded Blue Swan Warhorse
itm_30lch_pl|Long Barded Blue Swan Warhorse
itm_31lch|Long Barded Black Lily Lion Warhorse
itm_31lch_pl|Long Barded Black Lily Lion Warhorse
itm_32lch|Long Barded Red Diamond Warhorse
itm_32lch_pl|Long Barded Red Diamond Warhorse
itm_33lch|Long Barded Blue Diamond Warhorse
itm_33lch_pl|Long Barded Blue Diamond Warhorse
itm_34lch|Long Barded Black Eagle White Warhorse
itm_34lch_pl|Long Barded Black Eagle White Warhorse
itm_35lch|Long Barded Green Purple Warhorse
itm_35lch_pl|Long Barded Green Purple Warhorse
itm_poleaxe_a|Poleaxe
itm_poleaxe_a_pl|Poleaxe
itm_elegant_poleaxe|Poleaxe
itm_elegant_poleaxe_pl|Poleaxe
itm_german_poleaxe|Poleaxe
itm_german_poleaxe_pl|Poleaxe
itm_simple_poleaxe|Poleaxe
itm_simple_poleaxe_pl|Poleaxe
itm_bec_de_corbin|Bec de Corbin
itm_bec_de_corbin_pl|Bec de Corbin
itm_english_bill|English Bill
itm_english_bill_pl|English Bill
itm_swiss_halberd|Swiss Halberd
itm_swiss_halberd_pl|Swiss Halberd
itm_guisarme|Guisarme
itm_guisarme_pl|Guisarme
itm_longsword|Longsword
itm_longsword_pl|Longsword
itm_danish_greatsword|Danish Greatsword
itm_danish_greatsword_pl|Danish Greatsword
itm_espada_eslavona_a|Espada Eslavona
itm_espada_eslavona_a_pl|Espada Eslavona
itm_espada_eslavona_b|Espada Eslavona
itm_espada_eslavona_b_pl|Espada Eslavona
itm_english_longsword|English Longsword
itm_english_longsword_pl|English Longsword
itm_german_bastard_sword|German Bastard Sword
itm_german_bastard_sword_pl|German Bastard Sword
itm_italian_sword|Italian Sword
itm_italian_sword_pl|Italian Sword
itm_side_sword|Side-sword
itm_side_sword_pl|Side-sword
itm_milanese_sword|Milanese Shortsword
itm_milanese_sword_pl|Milanese Shortsword
itm_longbowman_sword|Archer's Sword
itm_longbowman_sword_pl|Archer's Sword
itm_italian_falchion|Italian Falchion
itm_italian_falchion_pl|Italian Falchion
itm_scottish_sword|Scottish Sword
itm_scottish_sword_pl|Scottish Sword
itm_crusader_sword|Crusader's Longsword
itm_crusader_sword_pl|Crusader's Longsword
itm_grosse_messer|Grosser Messer
itm_grosse_messer_pl|Grosser Messer
itm_grosse_messer_b|Grosser Messer
itm_grosse_messer_b_pl|Grosser Messer
itm_irish_sword|Irish Sword
itm_irish_sword_pl|Irish Sword
itm_bollock_dagger|Bollock Dagger
itm_bollock_dagger_pl|Bollock Dagger
itm_pikeman_dagger|Pikeman's Dagger
itm_pikeman_dagger_pl|Pikeman's Dagger
itm_rondel_dagger|Rondel Dagger
itm_rondel_dagger_pl|Rondel Dagger
itm_04hc|Lamellar Half Cataphract
itm_04hc_pl|Lamellar Half Cataphract
itm_05hc|Brownie Half Cataphract
itm_05hc_pl|Brownie Half Cataphract
itm_armor_4black_armor|Armure de plates imperiale
itm_armor_4black_armor_pl|Armure de plates imperiale
itm_book_necronomicon|Necronomicon
itm_book_necronomicon_pl|Necronomicon
itm_book_bible|Sainte Bible
itm_book_bible_pl|Sainte Bible
itm_boots_plate_boots2|Dragon Boots
itm_boots_plate_boots2_pl|Dragon Boots
itm_gauntlets_11gauntlets|Imperial Black Gauntlets
itm_gauntlets_11gauntlets_pl|Imperial Black Gauntlets
itm_helm_2great_helmet_new|Great Helmet
itm_helm_2great_helmet_new_pl|Great Helmet
itm_helm_2kettle_hat_new|Great Kettle Helmet
itm_helm_2kettle_hat_new_pl|Great Kettle Helmet
itm_horse_2imperial_warhorse|Red Imperial Warhorse
itm_horse_2imperial_warhorse_pl|Red Imperial Warhorse
itm_horse_2lamellar_charger|Yellow Half Cataphract
itm_horse_2lamellar_charger_pl|Yellow Half Cataphract
itm_horse_3lamellar_charger|Black Half Cataphract
itm_horse_3lamellar_charger_pl|Black Half Cataphract
itm_horse_5warhorse_holy|Holy Black Warhorse
itm_horse_5warhorse_holy_pl|Holy Black Warhorse
itm_horse_armored_horse01lp52|Black Charger
itm_horse_armored_horse01lp52_pl|Black Charger
itm_horse_charger2|Swadian Charger
itm_horse_charger2_pl|Swadian Charger
itm_horse_spakhorse_03|Royal Rhodok Charger
itm_horse_spakhorse_03_pl|Royal Rhodok Charger
itm_weapon_banner_2flag|Field Banner
itm_weapon_banner_2flag_pl|Field Banner
itm_shield_2shield|Round Nordic Shield
itm_shield_2shield_pl|Round Nordic Shield
itm_shield_asmoday_seel|Asmoday Shield
itm_shield_asmoday_seel_pl|Asmoday Shield
itm_shield_alt_sh_run|Design Shield
itm_shield_alt_sh_run_pl|Design Shield
itm_shield_amazon|Amazon Shield
itm_shield_amazon_pl|Amazon Shield
itm_shield_greek|Rhodok Ancient Shield
itm_shield_greek_pl|Rhodok Ancient Shield
itm_shield_hermitage_shield_1|Khergit Hermitage Shield
itm_shield_hermitage_shield_1_pl|Khergit Hermitage Shield
itm_shield_hermitage_shield_2|Sarranid Hermitage Shield
itm_shield_hermitage_shield_2_pl|Sarranid Hermitage Shield
itm_shield_hermitage_shield_3|Rhodok Hermitage Shield
itm_shield_hermitage_shield_3_pl|Rhodok Hermitage Shield
itm_shield_imperial|Imperial Shield
itm_shield_imperial_pl|Imperial Shield
itm_shield_round_s3|Blue Steel Shield
itm_shield_round_s3_pl|Blue Steel Shield
itm_shield_sh3|Golden Imperial Heater Shield
itm_shield_sh3_pl|Golden Imperial Heater Shield
itm_shield_sp_newsh|Black Heater Shield
itm_shield_sp_newsh_pl|Black Heater Shield
itm_shield_spak_knightsh|Steel Heater Shield
itm_shield_spak_knightsh_pl|Steel Heater Shield
itm_shield_spak_pavise_1|Steel Pavise
itm_shield_spak_pavise_1_pl|Steel Pavise
itm_shield_spak_shield_small_round_3|Funny Shield
itm_shield_spak_shield_small_round_3_pl|Funny Shield
itm_shield_towershield_steel|Tower Shield
itm_shield_towershield_steel_pl|Tower Shield
itm_weapon_arrow_1steel_arrow|Steel Arrows
itm_weapon_arrow_1steel_arrow_pl|Steel Arrows
itm_weapon_arrow_3steel_arrow|Steel Arrows
itm_weapon_arrow_3steel_arrow_pl|Steel Arrows
itm_weapon_arrow_amazon_arrow|Amazon Arrows
itm_weapon_arrow_amazon_arrow_pl|Amazon Arrows
itm_weapon_arrow_gromitearrow|Gromite Arrows
itm_weapon_arrow_gromitearrow_pl|Gromite Arrows
itm_weapon_arrow_new1_arrow|New Arrows
itm_weapon_arrow_new1_arrow_pl|New Arrows
itm_weapon_arrow_spak_ar|Simple Arrows
itm_weapon_arrow_spak_ar_pl|Simple Arrows
itm_weapon_arrow_spak_arrow|Imperial Arrows
itm_weapon_arrow_spak_arrow_pl|Imperial Arrows
itm_weapon_arrow_w_arr|Arrows
itm_weapon_arrow_w_arr_pl|Arrows
itm_weapon_axe_2dblhead|Double Axe
itm_weapon_axe_2dblhead_pl|Double Axe
itm_weapon_bow_amazon_bow|Amazon Bow
itm_weapon_bow_amazon_bow_pl|Amazon Bow
itm_weapon_bow_imperial_bow|Imperial Bow
itm_weapon_bow_imperial_bow_pl|Imperial Bow
itm_weapon_sword_2naturandemanto_scab|Naturan Demanto Sword
itm_weapon_sword_2naturandemanto_scab_pl|Naturan Demanto Sword
itm_weapon_sword_butcher|Butcher Cleaver
itm_weapon_sword_butcher_pl|Butcher Cleaver
itm_weapon_sword_kingslayer|Kingslayer
itm_weapon_sword_kingslayer_pl|Kingslayer
itm_weapon_sword_s_sword|Two-handed Sword
itm_weapon_sword_s_sword_pl|Two-handed Sword
itm_weapon_sword_sp_2hsw|Two-handed Sword
itm_weapon_sword_sp_2hsw_pl|Two-handed Sword
itm_nop_charger|Noble Platypus Charger
itm_nop_charger_pl|Noble Platypus Charger
itm_nop_courser|Coursier avec plates
itm_nop_courser_pl|Coursier avec plates
itm_nop_hunting_horse|Mailed Hunting Horse
itm_nop_hunting_horse_pl|Mailed Hunting Horse
itm_nop_saddle_horse|Feather Saddle Horse
itm_nop_saddle_horse_pl|Feather Saddle Horse
itm_nop_steppe_horse|Coloured Steppe Horse
itm_nop_steppe_horse_pl|Coloured Steppe Horse
